Start	End	Slope	Intercept	R-squared	P-value	Standard Error
1709706003	1709706060	0.02320585947627743	-39673102.812884405	0.6344614829116942	1.2733731729189013e-13	0.0023750910063922797
1709706199	1709706269	0.0237324818476078	-40573479.1574235	0.78157889258336	3.731657103028641e-24	0.0015214216507193777
1709706423	1709706477	0.02619935201067244	-44791107.93166377	0.7057003390780587	2.008075925713831e-15	0.002346246274469967
1709706661	1709706725	0.02030425824175821	-34712233.43233854	0.7028800298414499	5.477916875141712e-18	0.001676550358540925
1709706873	1709706931	0.019359254360331833	-33096558.327580888	0.5759167265849121	5.1168738031658e-12	0.0022199354078057047
1709707087	1709707143	0.01425768967874058	-24374381.315433133	0.39144128225987807	2.5247887614865163e-07	0.0024191912858692365
1709707328	1709707389	0.013598625066101443	-23247577.093213268	0.37860903617155856	1.3147250084880464e-07	0.002268067488589176
1709707537	1709707601	0.01847573260073231	-31586007.425116718	0.6871768379959902	2.733297791875282e-17	0.0015831461814082787
1709707751	1709707805	0.018417000190585113	-31485596.07017346	0.5397711954808908	2.549465929591405e-10	0.002358301170453973
1709707996	1709708054	0.020375895905749487	-34834739.711609006	0.5317944090741312	8.489704325441574e-11	0.002554871806992534
1709708202	1709708255	0.023874375100789696	-40816122.236103	0.6038096582939808	7.886774141296768e-12	0.002708001117456075
1709708415	1709708469	0.016676195921479182	-28509339.092394162	0.5518953459747642	1.2603124878336933e-10	0.00208380309333736
