Start	End	Slope	Intercept	R-squared	P-value	Standard Error
1709658873	1709658944	0.019613983903420697	-33532644.572513778	0.21802827722238755	4.0461199714846885e-05	0.0044717795127044175
1709659082	1709659155	0.027803344440330613	-47533717.41820995	0.43506828843821915	2.2077108358583013e-10	0.0037599937921709054
1709659292	1709659373	0.04158383017163497	-71093690.32846111	0.654524686208308	6.433908984965282e-20	0.0033990412668316707
1709659541	1709659591	0.03841464585834331	-65675499.7734716	0.3235705775606605	1.6322679061408443e-05	0.008016835050735737
1709659749	1709659810	0.033463405605499735	-57210575.44133194	0.37726084597430176	1.403835711685892e-07	0.005597271209840395
1709659956	1709660033	0.03265828907934171	-55834109.32158046	0.45946169491986893	1.2776866478748664e-11	0.0040902643770515095
1709660204	1709660275	0.030088564721663186	-51440762.40168452	0.42551061962298464	7.14179497887803e-10	0.004208843011975013
1709660410	1709660483	0.021185795384425443	-36220057.99588374	0.33200782682620805	9.601361941994343e-08	0.0035663759715483696
1709660627	1709660695	0.02613196167500089	-44676329.38158976	0.3158480126604926	6.136469781230614e-07	0.00473409825027121
1709660869	1709660939	0.030028378969469183	-51337884.409354515	0.43256468556504285	6.186158606028579e-10	0.0041707108492439445
1709661077	1709661150	0.03051971492039963	-52177912.14506136	0.4173332891123022	6.745364054560477e-10	0.004279764652337489
1709661290	1709661360	0.01539872277141101	-26326140.889578857	0.18418616851493394	0.0002095986084933103	0.003930042701484476
