Start	End	Slope	Intercept	R-squared	P-value	Standard Error
1710742448	1710742527	2.1881937682570585	-3743433831.7166147	0.9993327141844178	4.9366672677272306e-124	0.006443788961358127
1710742659	1710742728	4.015102667153817	-6868805246.038783	0.999766318001054	2.1690905032212402e-123	0.0074993328934783755
1710742879	1710742941	4.498433179723503	-7695660341.420554	0.999685338198076	8.83978808336401e-107	0.010303291807073865
1710743124	1710743184	2.4683373159210875	-4222688927.7375674	0.9998131615352752	7.77885776244394e-110	0.004430617232473506
1710743326	1710743393	2.5290777396440256	-4326600711.586419	0.9998777294631492	6.788877382588203e-129	0.003468909442905338
1710743537	1710743605	1.6337040500820712	-2794846514.1408014	0.9997026431262725	4.062180271051487e-118	0.003468206827287942
1710743785	1710743848	3.34979742703533	-5730642951.379592	0.999765424214703	2.0006983353933034e-112	0.0065697094054195495
1710743990	1710744059	1.2642966751918168	-2162885811.5480494	0.9997188256624254	1.0666619785802552e-120	0.002590362233681105
1710744202	1710744270	3.08924857808146	-5284911949.586636	0.9999086200741166	4.995958365717544e-135	0.0036351817738143623
1710744450	1710744513	4.751407930107532	-8128442534.410776	0.9998471371370232	4.253418765048907e-118	0.007522143108361229
1710744654	1710744721	2.392635485673236	-4093186220.560616	0.9999076679629065	7.375408886932422e-133	0.002851780667055327
1710744864	1710744934	1.9213561368209238	-3286948012.112492	0.9997474558702026	4.609032032692939e-124	0.003703197722984644
