Start	End	Slope	Intercept	R-squared	P-value	Standard Error
1710238955	1710239012	0.35113449572206396	-600523322.163938	0.9736962330245884	3.853550044312516e-45	0.0077819669415652515
1710239153	1710239222	0.17818892948483775	-304745129.7274768	0.9496471638795615	3.280725260414425e-45	0.005012728098696635
1710239377	1710239434	0.20702437127300988	-354060670.54029363	0.9682061713879462	7.095430895038714e-43	0.00505856833049433
1710239615	1710239676	0.2059432046536227	-352211676.59223634	0.9676669454795791	1.1380256552819993e-45	0.0049009680894330715
1710239815	1710239885	0.17546842795905856	-300092544.84767336	0.9679660784479073	1.519488775211028e-52	0.003870967398285748
1710240040	1710240098	0.21018007321049592	-359457828.04106045	0.9609768638447371	3.9018273924667937e-41	0.005659813805318118
1710240277	1710240340	0.35472820660522275	-606669916.2946132	0.9875640922329775	7.902953645348825e-60	0.005096674598957304
1710240489	1710240550	0.1568259122157585	-268209483.74262562	0.9307839727302902	6.543623523823041e-36	0.005567634313547698
1710240703	1710240762	0.20032583284628872	-342604857.4714956	0.9741831074121241	5.845825608882055e-47	0.004319477496910729
1710240942	1710241005	0.19392564324116732	-331659045.36750424	0.9674160242015177	4.5822742194000005e-47	0.004556860378120835
1710241146	1710241215	0.32266565582754836	-551835553.9588352	0.9887539415472888	4.990887906192603e-67	0.004204084098262495
1710241369	1710241425	0.19187183868762825	-328146621.6389735	0.9536366765786299	1.0724524608210375e-37	0.005757184725182965
