Start	End	Slope	Intercept	R-squared	P-value	Standard Error
1710384107	1710384167	0.378477493748263	-647341355.5715569	0.9765185176844998	5.948121592079869e-49	0.00770634726471027
1710384310	1710384379	0.2731213737668976	-467141977.39129716	0.9839346954240871	7.726390461101193e-62	0.004263631196375704
1710384528	1710384594	0.31447301951779566	-537869247.5254165	0.9886208456356517	6.238536729821155e-64	0.0042172904883018905
1710384768	1710384832	0.29692298534798556	-507852009.05488694	0.9824602482611541	3.736295762243425e-56	0.005038510884054012
1710384979	1710385041	0.2449497116667925	-418957765.73274523	0.9730205646850486	8.867181565954504e-49	0.0052657074319865564
1710385192	1710385253	0.2634029613960871	-450519983.301494	0.977747762910593	1.8489370591316622e-50	0.00517330485318252
1710385435	1710385493	0.33805149343258806	-578197787.6673574	0.9864285718225625	5.524424330525089e-54	0.005298693517873466
1710385638	1710385702	0.21644539835164794	-370204547.6850182	0.9674010568158918	8.32282191005069e-48	0.005046043546997155
1710385857	1710385915	0.2431455289304496	-415872112.80217636	0.9633441809781914	6.75669167908345e-42	0.006338011153152384
1710386100	1710386158	0.2122244609185145	-362985211.9736072	0.9626517109211307	1.1414650679545399e-41	0.005586016161538249
1710386308	1710386365	0.32970028519574834	-563914293.1508304	0.9819481154845011	1.2245331793867472e-49	0.006027746517809314
1710386520	1710386580	0.26634792998055035	-455557337.6068678	0.9823654532382424	1.4677516441576595e-52	0.004685769697058819
