Start	End	Slope	Intercept	R-squared	P-value	Standard Error
1710211200	1710211260	0.7263534315087525	-1242215450.5687945	0.9943028645430554	8.582092848868011e-67	0.007219430223896273
1710211408	1710211463	1.094878066378067	-1872470631.1406412	0.9994469379606492	5.264734723161901e-88	0.0035378130153659124
1710211622	1710211681	1.3571092928112225	-2320941756.3490047	0.998605702115036	4.330363341752368e-83	0.006716734163084657
1710211863	1710211923	1.3044326201722691	-2230853809.65305	0.9990179538517004	6.171424766201592e-89	0.005370156664964162
1710212073	1710212131	0.9607883970592771	-1643149593.1982868	0.998081712125212	8.869431509602917e-78	0.0056286932067888314
1710212278	1710212344	1.0036451309884145	-1716443914.045226	0.9989217959776022	1.106142706375018e-96	0.004121686200528755
1710212525	1710212586	0.6823659439450025	-1166988473.9934318	0.9994862751520168	9.579298780195144e-99	0.00201404053274028
1710212737	1710212795	0.6043824786982069	-1033620304.759895	0.9986750461862935	2.804180797615614e-82	0.0029417524415778647
1710212952	1710213012	0.9777935537649355	-1672232882.3989775	0.9991694801747834	4.782761393952731e-91	0.003701592401403303
1710213191	1710213252	1.0932131147540973	-1869625185.826654	0.9995097907508285	2.4045354239177948e-99	0.00315192628180491
1710213402	1710213461	0.7633389830508477	-1305470275.0387633	0.9995037835878693	7.060396596715084e-96	0.002252803722318143
1710213606	1710213674	0.8324865442607932	-1423727544.7106173	0.9997158457292914	9.075513181694377e-119	0.001727603442416335
