Start	End	Slope	Intercept	R-squared	P-value	Standard Error
1710742448	1710742527	0.3461998539435247	-592258260.5261164	0.994213552315066	6.477032215608267e-88	0.0030098696920607478
1710742659	1710742728	0.28134567044208947	-481309517.43217903	0.9864002942077676	2.9067493089721302e-64	0.004035905557884314
1710742879	1710742941	0.32680755961824154	-559083182.3303084	0.9837754021509787	2.0879003122133513e-55	0.005418205334246557
1710743124	1710743184	0.2743408724645733	-469326229.9698188	0.9714061504620427	1.804459598533035e-46	0.006180340574381735
1710743326	1710743393	0.3208231303376166	-548845494.788878	0.9898204179960244	1.766816576101382e-66	0.004035485231068136
1710743537	1710743605	0.28313902355231507	-484377725.783124	0.9801875633846436	6.2185607592591025e-58	0.004954982367414139
1710743785	1710743848	0.37523881528417813	-641936941.9871454	0.9864735380285818	1.0267783853514276e-58	0.00562590282756415
1710743990	1710744059	0.2740491779320422	-468827457.4052814	0.9872180659252718	3.6389779146104418e-65	0.0038096303837401985
1710744202	1710744270	0.29411008894148205	-503146603.50026804	0.9807196416848227	2.5317657464651936e-58	0.0050760170059621305
1710744450	1710744513	0.2640081605222732	-451649969.3191553	0.9837437285194937	2.799492253400399e-56	0.004345321526285915
1710744654	1710744721	0.3476247904860723	-594696729.7959094	0.9890414915410597	1.941136485214333e-65	0.004538606489936226
1710744864	1710744934	0.281042288513691	-480791136.71641916	0.9785361826956849	1.8479971925203697e-58	0.005047568878126276
