Start	End	Slope	Intercept	R-squared	P-value	Standard Error
1710560507	1710560568	0.42260465362242206	-722890346.5694135	0.9789531097080985	3.574243865321315e-51	0.008067171556814563
1710560716	1710560765	0.30147122448979596	-515684354.647196	0.9293185680971666	1.0901914192178101e-28	0.012127388718681178
1710560931	1710560987	0.41850509227614485	-715877978.9280311	0.9751806289891373	4.992795707870233e-45	0.009085664993573397
1710561171	1710561245	0.3254530618289523	-556706894.2478939	0.9627554805225673	3.4516492707023947e-53	0.007543889205368215
1710561365	1710561465	0.3294691029102911	-563576643.9880536	0.962389432890802	1.2692827549480127e-71	0.006579322482124756
1710561596	1710561676	0.29013973277074534	-496301405.34580904	0.8815502880272987	7.062804067339087e-38	0.012042131462546377
1710561837	1710561928	0.2457380952380952	-420349720.28137356	0.4979520408459164	5.700393955244064e-15	0.026155096637867126
1710562044	1710562123	0.3476300389483934	-594642270.6442767	0.9834544667058633	2.3989697000972083e-70	0.005138486156476658
1710562259	1710562346	0.28467625938616314	-486955983.11690754	0.751301432323847	2.0536354342795435e-27	0.01776524991569393
1710562487	1710562586	0.29118991960420526	-498098074.2960176	0.9768721795499017	3.740636631319357e-81	0.00454924107995237
1710562707	1710562800	0.25903376503237757	-443093002.33431953	0.4326952555526464	7.867868165633029e-13	0.03109229811272073
1710562914	1710563001	0.3299465626594736	-564393867.9870278	0.9816470641869018	1.4040029446389827e-75	0.004893383263619938
