Start	End	Slope	Intercept	R-squared	P-value	Standard Error
1709815124	1709815183	0.16780356516656986	-286912546.2693936	0.9377312282122564	4.701915315310343e-36	0.005727429025217829
1709815322	1709815388	0.19428447969940463	-332190074.31538856	0.973572843103585	3.2240754311739227e-52	0.004001189473780864
1709815535	1709815608	0.182385813896088	-311845588.74583393	0.9642726823590132	4.1112722931286295e-53	0.004166411440301158
1709815786	1709815848	0.1557874140666313	-266367271.80001885	0.9084126943897354	7.696058515044961e-33	0.006386056952955956
1709815994	1709816057	0.15975710445468502	-273154746.4833305	0.9349693083311978	6.633287608285031e-38	0.00539455682473134
1709816209	1709816267	0.16342339044572274	-279423461.14896804	0.9367430954296188	2.955391792696185e-35	0.005674974580598055
1709816447	1709816511	0.16055018315018324	-274510845.20809513	0.9252202394279911	1.281238332553648e-36	0.005796748168636617
1709816660	1709816721	0.16900793231094674	-288972081.5791388	0.9444059832471173	1.0115887525391532e-38	0.005338456946192772
1709816874	1709816937	0.17054142665130567	-291594112.83841044	0.9530626927781379	3.154277762743328e-42	0.00484577588937977
1709817112	1709817176	0.16298289835164825	-278670453.2543567	0.9432401406481352	2.4635148074913504e-40	0.005077567552845923
1709817320	1709817385	0.1640463723776226	-280488834.3380049	0.9418316861063263	1.2611654890138106e-40	0.005136330315935703
1709817537	1709817597	0.18283895526535154	-312620758.50113904	0.9531527777795973	3.0078029224252237e-40	0.005322496661878593
