Start	End	Slope	Intercept	R-squared	P-value	Standard Error
1709658873	1709658944	-0.007684439973172615	13139849.311013166	0.3898720296769669	5.934650081516324e-09	0.00115727642212276
1709659082	1709659155	-0.0009070714550162845	1552861.6799105012	0.007637455106220693	0.4622159293294906	0.0012270808335851572
1709659292	1709659373	0.000288166214995519	-490586.6755477876	0.000751339334481039	0.8080778963486352	0.0011823559494826591
1709659541	1709659591	-0.0033090036014412462	5659349.1208779765	0.04098779016109151	0.15853675047359056	0.0023102630776645917
1709659749	1709659810	-0.0002644103648867124	454131.31780080474	0.0004495090569975512	0.8711621464516042	0.0016232507596016178
1709659956	1709660033	-0.0008034071191969261	1375632.8079883715	0.005831192294815119	0.509202003500182	0.0012113131414958158
1709660204	1709660275	0.0005503018108659335	-938748.9109801425	0.00200482582081364	0.7108069879233043	0.0014780948153514002
1709660410	1709660483	-0.0023031593237064435	3939700.8747961945	0.03932302963186391	0.09261108592150741	0.0013510145059098897
1709660627	1709660695	-0.003585715921669307	6132439.222035926	0.10424031706636373	0.0072451704615243	0.0012938436709171493
1709660869	1709660939	-0.0034527162977865955	5905056.107774435	0.06784096965075773	0.02942909811290975	0.001552048972714962
1709661077	1709661150	0.0005405405405406241	-922059.2902444969	0.001994189694379782	0.7075519616206173	0.001435100772823502
1709661290	1709661360	-0.0009708686904028956	1661938.5538640807	0.006518452775153513	0.5064235462412167	0.0014534954617970784
