Start	End	Slope	Intercept	R-squared	P-value	Standard Error
1710152528	1710152587	0.2995281122150788	-512238270.7829491	0.9796564483747132	6.554980439636769e-50	0.005717111318084818
1710152726	1710152795	0.2575461454146875	-440442756.8653037	0.9771207250182045	1.0801311581047628e-56	0.004814649422682029
1710152947	1710153010	0.23386525537634398	-399944865.1335693	0.9725124113242821	2.5528232292500723e-49	0.00503409645782989
1710153188	1710153250	0.23177890257107597	-396376939.54503316	0.9677184760493038	1.9344964673629896e-46	0.005465133497763153
1710153398	1710153459	0.24898979375991526	-425810252.86389273	0.9623482588917752	1.0195042471050572e-43	0.006411829113288896
1710153613	1710153669	0.23517717019822273	-402188601.34176445	0.9681202470080758	4.3193320719911e-42	0.005807525198585161
1710153850	1710153914	0.3476255494505495	-594492682.866365	0.9763918445869757	3.74921915619008e-52	0.00686490923679752
1710154058	1710154123	0.26062298951048946	-445704973.0021291	0.978226832840035	4.463840881759458e-54	0.004898729567971932
1710154277	1710154337	0.23332181161433713	-399015800.6536737	0.9765520225545843	5.706753565873984e-49	0.004747296367174086
1710154520	1710154580	0.25590941928313415	-437644158.3937549	0.9800916057033567	4.950222599479494e-51	0.004789134747238443
1710154721	1710154787	0.273263250182653	-467321934.5934814	0.9704869479618953	1.1063967714347916e-50	0.0059566688207312035
1710154931	1710155000	0.2492555352575814	-426265081.02709407	0.9727270300208701	3.891768337557367e-54	0.0050989192627492715
