Start	End	Slope	Intercept	R-squared	P-value	Standard Error
1710304957	1710305018	0.37364569011105314	-639045991.6645482	0.9984196339096449	2.3897821469263425e-84	0.0019353355143412417
1710305146	1710305226	1.8250301218940461	-3121356317.085959	0.9963052195742217	1.233789948906976e-96	0.012584062012879036
1710305377	1710305440	1.8020089285714294	-3081983436.2196836	0.9999340833442766	3.0680450412300105e-129	0.001873285268071242
1710305617	1710305680	1.30929915514593	-2239299595.7412043	0.998910242222411	4.428828684626887e-92	0.005537015327081397
1710305829	1710305889	1.6798318977493751	-2873024147.626429	0.9993391985139608	6.317602098385096e-94	0.005671930113021403
1710306043	1710306100	1.1199630541871903	-1915477476.2718782	0.9985671633494307	6.691044790222595e-80	0.005720474473911614
1710306281	1710306345	0.6856146978021975	-1172609027.9927845	0.9955012303881939	1.78175458201095e-74	0.005853427590490595
1710306493	1710306555	1.6600805822064428	-2839244481.920454	0.9998524801506498	1.1928882701815558e-116	0.002603219630170373
1710306705	1710306768	1.5143860407066052	-2590062485.1985283	0.999036998591514	1.019339909878717e-93	0.0060199703916256715
1710306946	1710307009	1.3660594278033784	-2336378827.2411265	0.9885463417608079	6.422671252935382e-61	0.018826876289255196
1710307156	1710307217	0.6600391327340032	-1128867560.3143702	0.9949530594215639	1.7991532529932673e-69	0.006120071260706606
1710307361	1710307430	0.8785765436609436	-1502633839.2546782	0.9994054359908513	8.376474506514779e-110	0.0026180061199470622
