Start	End	Slope	Intercept	R-squared	P-value	Standard Error
1710481172	1710481241	0.41489214468396024	-709664690.8390483	0.9914949781213279	4.2974423745982975e-71	0.00469451000563899
1710481362	1710481448	0.3223416859285816	-551358945.1824019	0.9911104004147853	6.215183897523722e-88	0.003330864094253679
1710481575	1710481660	0.42263650576509676	-722911465.1324301	0.9944054325243795	2.982585270013104e-95	0.003479601223469323
1710481832	1710481898	0.3621631353720907	-619472967.447556	0.9890921949486978	1.610862656485621e-64	0.004754058818938663
1710482041	1710482111	0.36167425422097815	-618636821.5044419	0.9920537212320832	3.902481055061913e-73	0.003925341459713295
1710482250	1710482324	0.35331866716031085	-604344815.0297036	0.9908549482131663	3.7705855004967505e-75	0.0040002614645447245
1710482494	1710482572	0.41043585528395654	-702042846.2147132	0.9929410353670002	1.635918373458168e-83	0.0039696047862490405
1710482699	1710482775	0.3212368010936433	-549469497.6252664	0.9875118653037497	3.4587875689407207e-72	0.004199398207850035
1710482910	1710482990	0.334418459915612	-572016566.939416	0.9933376980886702	1.1947142280417783e-86	0.0031010347793640554
1710483160	1710483230	0.3016147668620419	-515906481.29970104	0.9854270980810129	3.529802969612056e-64	0.0044479399439194605
1710483369	1710483439	0.40556694952322647	-693715006.9940153	0.9896436694943531	3.1862901834968204e-69	0.0050312005048998775
1710483567	1710483642	0.2987090469416784	-510936405.15008724	0.9895674441299914	4.388022968971739e-74	0.0035897119950761285
